output_0,output_1,output_2,output_3,output_4
3.4650483,2.100267,2.372256,3.6293273,2.1455784
5.987007,2.4923532,2.6486912,6.2162824,2.6085925
4.514856,5.798297,5.3848,5.0775414,5.9020467
4.9465804,4.992463,5.400948,5.79773,4.345188
7.02647,6.7056847,6.2078624,6.2557755,3.8678348
4.561808,4.506839,3.0017116,2.8235462,4.5555906
2.6735353,2.6126747,2.5973794,2.5883064,2.7437313
4.181196,4.073577,4.094117,4.1671157,4.0364666
4.9340196,3.8752813,5.089672,3.812565,4.9250546
5.6613064,6.808622,6.0113034,5.566618,5.8579745
6.8300657,6.6671925,3.4321837,7.048246,7.035111
4.121332,4.149584,3.195205,4.48574,4.1541185
3.9262633,4.9924107,4.8198085,4.753939,4.8059506
3.0792446,3.3029883,4.9916472,3.1852825,2.98826
7.0578313,7.2845325,7.31459,7.2637386,7.324951
5.270606,4.745374,4.775441,9.286827,4.819547
5.6633625,5.530679,5.6006355,5.283405,5.8096566
7.389616,6.5110526,8.999666,9.00841,9.290223
4.1208043,3.8640532,6.597833,6.620326,3.4006734
1.1141429,1.1716094,1.16362,1.4962031,1.1518848
7.453086,7.2341013,7.499112,7.608485,7.2994847
8.077904,7.316684,7.656293,7.8139153,7.2139044
1.7391701,1.7808982,1.569998,1.0448623,1.1365489
6.1585946,3.8595662,4.543642,4.096728,6.049819
6.301891,7.7912292,5.206392,6.374344,6.1892686
4.8524323,6.6490793,4.5221367,4.1927476,5.167629
3.1646483,2.9679222,3.7695096,3.347304,3.0684903
7.458897,7.565794,8.290007,7.4029036,7.942388
5.128431,5.713687,5.139155,5.2539907,5.723916
5.4433265,5.475486,5.502513,5.286447,5.4136314
4.79002,5.1824603,5.067277,4.933605,4.930257
5.110861,5.1090236,5.207233,5.1067233,5.0547338
5.6342564,5.3253694,5.4467525,5.4098573,5.5051703
3.4235566,3.6955886,2.4278862,3.5153325,4.939522
5.2406964,5.299745,5.4944744,4.3472633,3.77552
5.5740566,5.4715776,5.3714066,4.9929686,5.690196
6.818078,8.121594,7.5801363,8.437881,8.451576
4.583019,7.137863,6.744345,4.128458,4.900325
3.418373,3.39228,3.4216282,3.5438588,3.2210877
6.796564,4.597574,6.9517426,4.302417,4.579067
4.9302917,2.8908107,3.40658,3.601405,7.3047814
9.413909,5.4450374,9.678239,9.603635,9.457157
2.7679434,2.6663923,6.861291,1.8616219,1.2632269
6.6621437,6.590341,6.623347,6.763597,5.2939696
2.1137383,1.5889312,1.9704155,1.6099645,5.4923196
4.1477723,4.2230067,4.175709,4.2641897,4.137532
3.9843574,6.520986,4.686138,4.0055795,4.18453
5.269038,4.7681966,4.8894887,4.9969945,4.9387913
9.3508005,5.4081287,9.426046,4.8523617,9.681092
6.9430466,6.631003,7.130929,6.750619,7.441766
4.149354,5.128034,4.619794,4.434068,4.0314727
4.525225,4.2157216,2.231769,4.663227,4.1991596
6.77171,6.6743917,6.869667,6.8750076,6.674029
6.005635,5.4353986,5.103413,5.2481346,5.4711237
5.150515,7.5615396,6.200444,5.758615,5.240956
6.0290046,6.135224,5.298041,7.787529,5.8312774
10.448551,10.076039,10.729527,10.545109,10.663556
7.2410107,6.690113,7.0052853,6.952141,6.8134747
5.47311,5.7517776,4.3797693,5.6841793,5.738735
3.956803,2.406082,3.8959835,1.9963093,2.1744132
2.10945,2.2967699,2.1374056,2.077653,1.4875194
7.540404,5.1260242,5.4108853,7.376882,5.2089505
3.9995935,3.9431343,3.913431,3.8630764,3.9554482
4.6835833,4.5272346,4.916793,4.668571,4.7580147
4.5446143,2.7800865,4.8255997,2.2649653,4.500693
4.386355,4.3166633,4.4769096,4.432502,4.08963
2.2089715,1.853266,1.9966161,1.7354728,2.0592856
5.457148,5.4165864,5.0968156,5.5387883,5.805355
6.855678,7.918034,6.929948,3.7403402,7.072007
7.406528,6.9299126,5.963016,4.0423007,6.8848214
5.26812,1.0534554,2.174297,4.731107,4.2759743
4.159207,8.173124,3.5870063,7.324691,7.750499
6.13032,5.822704,6.174121,5.533139,6.1189003
7.4490705,7.445764,7.813254,7.7212143,7.8278832
3.4353595,3.168829,2.3322573,3.355668,3.1804528
6.992705,6.926956,6.9649363,7.046851,6.8357286
1.402589,1.5725633,1.5358944,2.2676215,1.2944909
6.660317,7.1121025,7.0579896,7.1024795,6.9623694
2.2290804,2.2251065,2.2528713,2.1995943,2.1608052
4.4493284,4.179389,5.4544945,5.475549,5.6895685
7.9250765,3.6023903,6.7209697,6.6394596,3.4048367
7.909426,8.140473,5.296223,6.8296065,4.6797304
3.264475,3.3442848,3.334989,3.3115816,3.528722
6.71512,6.6405354,7.604552,6.190321,6.256683
8.705401,6.9178433,8.132365,9.11806,8.52835
2.209433,2.0987015,2.2352521,1.6516172,2.2700212
5.9298124,7.1188374,6.797229,6.3523207,6.458412
6.6808295,6.8631196,6.798023,6.9151735,7.069092
9.820425,9.42047,9.708655,9.471331,9.727964
4.5552454,3.9776475,4.0669975,3.6185584,3.7253895
7.575858,8.255808,7.596184,7.906474,7.821968
10.7313,10.678881,11.035622,11.291217,9.2707205
8.076973,11.787852,8.093551,9.020753,11.966129
7.215588,6.041201,7.3024483,7.139515,7.0925064
6.9930053,5.5662866,4.438658,7.044417,7.313532
3.6097345,4.4429226,5.316247,4.640654,3.2416084
1.7341621,1.8735244,2.045069,2.0071824,1.7714268
5.7702837,5.592734,6.422419,5.684886,5.794376
5.105748,5.5289307,5.1289725,5.1492014,5.471899
7.8014503,8.092595,7.993025,7.6197224,8.085975
6.984829,6.8161097,3.6647837,6.9482036,3.5550513
3.5140903,2.2709606,4.5269294,2.0214167,4.602287
3.6696193,5.1965084,5.273478,5.1595087,5.1625843
3.576622,3.0601692,2.4940276,8.0771675,3.5471222
3.8657937,2.7945354,6.1903076,6.2583776,2.1648884
3.7986703,3.6803994,4.731655,6.7547274,3.793888
5.017366,5.049302,5.11628,5.0270805,4.976689
5.492576,5.8179646,5.5414567,6.2397814,5.155101
2.8902194,2.970686,2.844785,2.7277267,2.671789
4.490791,4.2970977,4.4344845,4.467294,4.699817
3.2523642,3.616224,3.4422903,3.7704952,3.6771867
6.7566833,4.130871,6.624483,3.946824,6.67544
6.8947177,6.741532,6.8226814,6.4561515,6.731814
6.5285783,6.4064803,6.7349505,6.9161515,6.5523915
1.8525465,1.9644331,2.921478,1.7595861,2.647517
5.3377304,5.5705914,7.4147415,3.9610028,4.1250663
6.9983773,6.5498238,6.9570265,6.382631,6.8585405
6.491491,4.8272696,7.564175,6.6391373,6.2034607
2.505433,4.714958,2.3077877,2.3978696,2.5400696
3.6659596,4.6649404,4.3905034,4.6692843,4.2572894
5.824243,3.4931662,3.4065526,5.8010807,3.7476797
7.557894,7.380501,7.693761,7.5185814,7.5524645
6.552118,9.1009655,6.367639,7.0122447,7.128174
4.9501424,3.9404821,5.270363,2.970395,3.8942566
6.0841136,3.052317,6.1922493,6.335331,4.81268
4.0839133,3.8525674,4.0942445,3.703376,3.6342762
2.7325175,2.0331566,2.2261944,3.278417,2.4739804
5.151882,5.325247,5.030419,5.5443783,4.8832927
2.9968734,2.8792663,2.1560051,7.167878,2.6593347
1.1745948,1.4728297,5.674454,2.4011917,1.7723713
8.997813,9.44322,8.960999,9.669742,9.269088
4.2340546,3.8953366,4.90026,4.2548203,4.139452
3.04196,1.6409961,1.5856428,3.3296397,1.512991
4.1660757,3.8442903,4.1887827,4.2628508,8.194671
8.571791,8.051905,8.510366,7.8241706,7.896138
1.9783252,2.0459335,1.9832578,1.9943045,3.541385
4.549311,1.7535834,1.8897239,2.6831007,2.3901885
4.6846538,5.126637,7.8622155,5.117179,6.3173137
4.4708223,4.447344,4.4620733,2.9970708,2.3132997
5.7953324,6.2872124,5.950261,6.0951777,5.72663
4.4625597,4.840385,4.7027054,4.837686,5.450248
3.4712572,3.429445,3.380236,3.478201,2.6186042
5.273227,5.424461,5.2136087,5.037405,5.318497
2.8129659,4.224128,3.7492368,4.0555544,3.1595337
4.622935,7.003941,6.9131556,6.9391446,6.922454
5.5842032,3.7760866,5.2783475,5.003101,5.2240067
2.0055628,6.7494464,2.584796,1.9835609,2.1992521
5.0105433,7.159808,4.6330266,4.261304,4.4589796
6.180198,5.3609824,5.6091485,3.1374063,5.130014
5.7692327,5.654514,5.4391913,5.405158,5.1274996
6.247616,5.583767,5.0457845,5.7993774,5.2482653
2.9050086,2.7512288,3.1213498,2.476761,2.497215
7.3508844,7.5299706,7.8438845,7.6917677,7.691865
6.2218113,2.1005144,2.1169982,2.6916108,2.5672476
7.6639895,6.422909,7.352375,7.276247,7.0932884
2.9875126,3.6899366,7.2294903,3.640775,3.0561538
4.800314,6.8153358,3.0883954,3.2440631,3.301031
5.853879,5.7823267,3.6189346,5.805512,6.073992
2.278868,3.0477703,3.161412,3.2016563,3.00459
4.480245,4.271319,4.6030984,4.5603256,4.630828
7.7921968,6.610853,9.417577,9.971654,6.9918704
7.4487677,7.319271,7.1976776,5.85386,7.4456406
6.867058,8.0774975,6.7510934,8.186346,8.396694
5.0532203,4.542708,4.7525086,4.9236784,4.497733
9.114247,9.108213,9.562821,9.502686,9.248433
7.537296,7.3153954,3.4846108,5.7042317,7.341252
5.6754546,5.1819735,5.696324,5.5619726,5.701726
3.8678255,4.218493,4.1233983,4.4185076,3.7742226
4.429433,9.10411,3.9949768,4.9260254,4.4829884
2.7441642,1.6094018,2.781111,4.226955,3.7041495
6.0638657,8.039521,7.43297,7.2462,7.573876
7.053906,6.968774,6.7665925,7.2516327,6.7381134
2.253402,2.2338922,2.4159184,2.3457525,2.4474075
4.239374,6.9760046,3.7335248,3.5106323,4.4577265
8.23689,7.8830457,8.241992,8.758163,8.343617
4.698544,4.220244,3.7678115,4.4615955,3.8505414
3.1919034,2.7918115,3.1662629,3.2637067,3.3293424
8.127313,7.891645,7.441364,7.8255944,7.31088
3.2899337,3.7009583,4.4763565,3.0798285,4.0751386
5.1772223,4.772967,4.9679456,4.5000067,3.8698719
6.0369267,2.9320183,2.6973782,5.9415064,3.093092
6.8965254,7.049405,6.9462194,6.3537316,7.2773747
3.1823127,2.8293533,2.9937122,6.421341,3.0334854
4.0882874,3.6426458,4.5953217,3.9530602,4.107255
6.257762,4.577407,5.109609,6.223807,6.300119
4.0165124,6.636735,3.5859113,6.5061126,3.9775062
7.2861266,6.8989964,6.8913455,7.489229,6.234962
7.1305213,6.70093,7.335218,6.5871277,6.6417966
7.3797574,7.2652326,7.5933642,7.355224,7.3231635
6.794729,6.7507324,6.496277,4.7001624,6.415112
2.5134027,1.4329064,2.469385,1.256389,1.2398301
7.4097652,7.462377,3.5755835,7.537575,5.1184998
2.068127,4.1368513,4.186463,3.045752,4.126158
3.2103221,6.6482224,6.8638744,3.288992,6.6828613
9.516537,8.363471,8.908683,9.035384,8.668031
5.0344405,4.5703807,4.2696905,4.5314155,4.4481354
5.1613464,6.434346,6.9458284,6.9317627,6.8266726
8.2506695,8.339191,4.7714415,8.874041,8.356934
8.830342,5.6503234,4.455849,5.9466157,5.603061
4.227639,4.116468,3.917179,4.081515,4.1485868
7.811077,6.0793023,7.5658565,7.376335,7.496561
6.4580255,6.6054068,6.643607,5.962224,6.6486316
1.8620344,3.806869,1.8373545,4.210981,4.251302
6.921707,6.9072223,7.066753,2.233187,7.0353928
2.299818,5.789242,2.489563,5.372036,2.3713589
5.9584293,6.252116,5.7913384,5.77154,6.7411184
4.0663905,3.7746396,3.8569274,3.8948746,3.8334782
6.0550904,5.5635376,6.288589,4.660786,6.168838
7.570108,2.99044,7.419387,7.5906878,7.3376136
5.645827,7.8795877,7.799629,7.6785836,7.86358
4.953935,5.1601796,4.7565,4.946735,5.4263453
4.1878414,8.871968,8.644943,8.67718,8.485344
6.148927,6.1296387,4.4036303,3.3674514,4.292467
6.0759225,6.5277185,5.1947536,5.275008,6.148613
8.773671,8.55859,8.545867,9.213171,9.0216055
2.0635188,5.1920266,5.038223,4.9589815,5.516131
10.458956,10.958303,6.3718605,7.1376305,10.872465
6.792994,7.2409,7.583532,7.384764,7.380413
8.6767025,8.979041,8.463314,9.115995,6.953176
2.9001424,3.4461768,2.9523227,3.135547,2.8344765
5.0996666,6.7838006,8.313809,8.422054,6.0643816
3.2615356,3.8544915,3.780716,3.8718774,3.7585115
1.54221,1.4452639,2.5488753,2.4293325,1.5306442
2.50597,3.1115642,6.559227,3.5850844,3.109079
7.778944,7.481785,6.521788,7.512243,7.8780074
6.628997,5.9685106,2.1263366,2.147806,1.7286867
6.227649,5.5040936,5.619107,5.588382,6.2589107
5.885966,5.8665905,5.825686,3.9786627,4.0618
5.5683413,5.549024,5.397292,6.775016,5.721099
5.0668077,5.6552024,5.0925565,7.614591,5.3140187
5.090497,4.188117,4.115868,3.6371942,4.1623383
5.1003265,5.068826,4.610732,5.111724,5.08868
8.278974,7.600218,8.115819,7.4647255,5.0979548
5.137128,4.8773704,4.61145,5.029623,4.7420106
4.759997,4.934736,4.759262,5.2861066,5.0043607
3.5132043,3.54107,1.8071206,3.4735801,3.4545655
6.441554,6.1792994,5.8104925,8.1143055,8.017262
9.377088,9.528881,9.217482,9.346547,9.848088
5.2959228,5.244349,5.639367,5.409831,5.693217
6.6198807,6.596318,5.9915633,6.6482854,6.7624574
3.364029,2.8369708,3.6430178,3.5075977,3.5065563
3.9556608,3.0387866,4.1480565,3.1681404,5.180477
7.508872,7.422791,7.7101865,7.3664203,7.59906
4.431238,3.032255,4.4905005,4.4973397,4.541659
5.2885075,4.7263165,4.788791,4.911237,5.1036954
9.778848,9.692152,9.3214445,9.40713,8.342613
4.2857294,3.441891,6.072836,7.6025,6.13778
6.727498,7.6140413,7.060987,4.5638103,3.5441632
9.085003,8.436665,9.71365,8.678055,8.993238
5.5779896,6.07382,5.2319584,5.4848976,5.0865655
5.866198,5.576651,6.2356024,6.389381,5.787978
6.206213,6.7155566,6.606455,6.3595695,6.8333573
1.7745826,1.8376186,2.889304,2.6260743,1.8477131
4.5996494,4.0210376,5.8825054,6.517665,4.9116035
6.2617693,7.486727,6.1863117,7.0669575,6.6686487
5.281179,5.407147,5.879187,5.227541,4.9344325
7.5864086,7.584017,7.428781,8.084831,6.456385
5.07881,6.2170515,4.803855,5.9478498,5.8859963
4.0531087,4.099594,4.0905056,3.591842,3.7860312
2.8494253,2.9884007,5.0273113,6.511271,5.6703568
4.2786274,4.3501754,4.346946,4.2797604,4.341179
9.62851,5.8281317,9.024911,9.419003,5.9644175
4.399929,4.3998766,4.323702,4.343857,2.5235407
4.545215,5.043495,4.907608,5.1276865,4.5414305
3.4813185,3.1112185,3.474322,2.8356419,3.1509635
7.0221133,6.1047826,7.518421,7.325743,7.23164
4.608217,4.8585577,4.7327456,4.6103005,4.8760715
4.6554017,3.6821308,3.8150527,4.6049705,5.0849466
6.622348,5.1172876,4.1655636,4.391488,6.385358
4.022891,4.0986795,2.2041323,2.4173756,4.3879476
4.5779953,4.485549,4.2689357,4.3430233,4.395487
3.0207283,4.387041,4.2794747,3.887151,3.7735329
8.219797,9.76124,10.2747345,8.706917,7.923896
7.198953,7.3364043,7.3264623,7.346819,7.0157
7.1970773,7.347711,6.919375,6.930159,7.330046
3.8987188,4.969515,3.7257643,2.3444817,4.4992723
5.8609633,5.591155,6.899884,4.3839684,6.1426616
7.8589687,7.8159156,4.464884,7.913008,7.8725567
3.2858984,3.3810737,7.969089,7.886976,3.708168
3.5155342,6.7791815,3.5216794,4.935231,3.7981277
7.444412,7.290509,7.361352,7.2889953,7.2937136
7.144456,7.2415695,6.835555,7.117055,6.9337106
5.8964424,2.877599,6.2096233,5.9202433,6.473695
4.1099744,6.054081,4.2933974,5.744616,6.0446486
4.7044573,5.320431,5.1232047,4.6511493,5.211472
7.622055,8.271486,7.304368,7.456011,7.053903
5.533379,5.974705,6.1516547,5.719197,5.799771
4.7419076,4.6721387,4.3031864,4.9298573,5.2852273
2.0526836,2.2633796,2.1697123,2.1708355,4.3245893
3.5075357,1.3489397,3.4226096,2.2403579,1.8285067
5.359108,3.3750892,3.9383595,5.5353065,5.6831017
3.4951725,3.0336914,7.612094,2.71697,4.3021083
5.9724817,3.8373392,5.281616,5.781986,6.0697227
6.8558526,3.105553,6.025362,2.835942,3.5049045
3.7246037,2.0093637,2.608787,3.7173817,3.689933
6.76649,6.4634075,6.5424156,6.3581448,7.8047104
3.3316162,3.2439818,4.501405,3.3300953,3.138756
2.2221048,2.3655148,2.5083416,2.3101747,1.9131168
5.793459,6.0191865,7.0278935,3.9050674,6.719321
7.09075,7.529959,7.429682,5.5085616,7.4386086
3.8503594,3.4592412,3.747744,4.820712,4.3017282
3.5933456,3.6997597,3.9059522,4.0417466,4.9180512
4.0575886,6.5462036,6.2632384,6.375938,4.436848
5.1964374,5.197855,6.305561,5.9286475,6.339231
5.8077784,5.969438,5.1915817,4.7215433,5.586721
7.799717,8.290875,7.973868,8.062184,7.929953
7.0303483,4.696804,6.0451345,6.2559967,6.33703
8.868458,9.199518,9.073254,10.48861,9.270474
3.7500725,5.1098065,4.2924294,3.042488,5.231708
2.016577,1.9251019,1.815163,2.0344439,2.029683
1.8705944,2.1517117,2.1838148,1.8796917,2.0739763
4.108087,4.2272243,4.863277,4.438955,4.949848
3.3466296,4.2468395,4.1458445,3.7853458,3.5400667
8.930084,9.625599,8.860857,7.0028496,9.3592415
7.136348,7.180381,7.2048974,7.181897,7.369494
3.4298155,3.8422565,3.5888596,4.195623,5.778997
7.5878677,7.613832,8.14758,7.2044716,7.187599
8.170965,5.3202963,4.4573107,4.7216086,5.075738
5.8611393,6.3720746,6.301214,5.4962783,6.353852
4.0637803,4.269392,3.0395007,4.522124,4.5161877
7.7992835,8.015489,8.2076645,7.4790473,8.108746
6.6282997,6.4009485,6.4977036,6.4621496,6.309071
4.3550587,4.4258976,4.440374,4.389612,4.3009357
6.854538,6.259992,6.296851,6.353078,6.0540805
2.0142162,2.0797064,2.2151148,2.6940439,1.264417
7.326096,7.823144,7.341382,3.7492154,7.272775
7.403226,6.9259567,7.158736,7.6243386,7.2239943
3.0038934,4.121176,4.0759535,2.917362,3.1351092
4.396931,5.6779904,4.9920187,4.251094,4.259195
5.4039025,6.0609603,5.0327663,4.923847,6.2489924
1.8477656,4.5678377,2.8121102,4.324209,3.3771546
4.4400287,4.514677,5.2460613,5.598028,5.4709826
6.418571,3.040315,6.4938903,6.3410163,6.459185
8.670041,8.138314,5.037666,5.7699203,8.706185
3.1454418,4.0000305,3.2115371,4.898013,6.221351
2.7102182,7.6056294,5.232827,7.738107,2.9383647
9.231019,8.749998,8.734178,8.806993,9.45752
3.723556,4.338687,4.3384104,4.21747,5.345271
6.075639,5.8754034,6.2332087,6.0159965,6.414501
6.9175005,7.524118,7.6505375,6.9750147,5.3067155
5.263253,6.3014207,5.387762,5.947716,5.7612486
5.742435,5.603553,5.1452675,5.897191,6.2683964
6.6527963,6.7095656,8.100975,8.330813,6.617802
6.1279435,5.5479074,5.553646,6.894041,6.0180054
6.329097,6.466788,6.004994,6.464513,6.017372
7.9026995,7.719359,7.912567,7.63721,8.79336
6.3950477,6.8485093,6.7801285,6.4912763,6.4214997
5.389511,5.304446,5.3021026,4.520908,3.5367596
6.9943595,4.399001,4.296183,6.9444885,6.8732605
8.624052,6.567785,7.994879,7.1274285,6.0624804
3.8311844,4.022388,4.639175,4.6788306,3.6823
1.7535938,2.4801204,1.5846422,1.653273,1.6561568
4.8725386,4.415401,4.900314,4.9727745,5.031852
9.650822,9.396763,9.485201,9.518398,9.53983
4.436418,4.6932864,4.3942027,4.9496536,3.8837602
5.4147415,5.457939,5.139771,5.4769745,5.3928323
2.3298624,2.8520975,3.0918612,2.9036222,3.7040415
4.5994124,7.4144874,6.9818254,4.2560763,4.5370154
1.8321791,3.572458,2.094752,3.5811603,2.1271112
7.4298477,7.0730033,7.314009,6.829207,7.101084
8.747344,8.368137,6.29504,8.324187,8.630429
7.283835,7.227356,7.4798975,7.27536,7.1904907
8.258238,8.770154,8.755872,9.001871,7.983453
3.180221,3.4421973,3.422306,3.0713131,4.853635
5.457529,2.733549,5.279001,5.2807474,4.192854
2.2802804,1.7990637,4.895374,4.4876103,2.8807251
4.6955013,4.1549764,4.022324,4.8611436,4.0989413
1.557509,1.9754227,2.0278773,2.283621,4.592672
4.050351,4.523233,2.6960285,2.220237,4.984565
4.298046,4.091133,4.1998563,4.4387984,4.4143014
3.7057006,3.4215176,3.9344106,3.6139672,3.376408
4.8131256,4.435488,4.8983984,4.5910754,4.7385693
3.344198,3.5542345,4.918811,3.3647892,4.523998
4.295464,4.2675242,4.6862693,5.041342,4.755734
4.0190144,3.943274,2.6405277,4.0239344,4.139557
4.8082633,2.8396974,1.7558712,5.339821,7.2202086
4.77717,4.785672,4.772121,4.737063,4.6996565
3.8843813,3.9198647,6.2669516,3.7911544,3.9651246
2.3074818,2.2741637,2.1490033,2.4439454,2.575523
6.6946507,6.7703533,5.7886558,8.450249,5.3523445
2.920234,3.2607033,2.7565248,3.8276331,3.0214627
2.9305196,3.5794272,3.3222344,3.2911453,3.4020793
3.7982762,3.7810013,4.575928,4.464314,4.1999874
6.856785,6.7415724,7.0411777,6.628212,6.8833685
4.0832415,4.5977254,4.4607,4.785476,4.552791
2.2175138,3.587656,4.0077624,6.092606,2.1361618
6.6499944,6.7469864,8.840558,8.614039,6.61357
3.0410302,3.4582157,3.3483703,5.058357,3.2929497
6.1084003,3.8470933,3.9462693,4.460526,6.1984315
5.7435813,6.2411404,7.927887,5.436104,6.4712434
6.547867,6.7795477,6.4848375,6.815024,6.619649
6.2123966,5.642746,5.939412,5.8182974,5.5847325
2.824578,3.3774374,3.5224874,2.979163,3.3627038
7.3448815,4.66441,4.764831,4.215237,3.78778
8.527831,8.772032,8.521666,7.0941896,8.239614
6.8007298,6.4597025,6.85985,6.3181705,6.858152
